text,sentiment
"Pyare Mikey Robins: nahi, tumhe sab pata chal chuka hoga",neutral
"Shukriya, God! Lekin yeh meri pasandeeda TV reporter ke saath kaam karne ka aakhri din bhi hai",neutral
Crocodile Rock kar rahe hain,neutral
Apni maa aur dadaji ko Mother's Day ki shubhkamnayein dena,positive
Kya? http://blip.fm/~5jbp3,neutral
Pata hai. Lekin.,neutral
Adhbhut fortune cookie! Mujhe lagta hai tum sach mein videshi jagahon par jaoge. Asha hai sab kuch theek hai!!!,positive
"Ab 4 baje tak kaam kar raha hoon aur mujhe sach mein Geordanos ki patli crust wali cheese, kaale olives, peperoni aur mushroom pizza chahiye",neutral
Main apni boreiyat se dukhi hoon.,negative
Kaam par zor se bijli kadki aur ek chhota ladka rone laga. Mujhe bhi rona aaya... Mujhe tufaan pasand nahi hai! wah,negative
"Kaash main wahan hota, to tum mere sthaan par jao. #brandwkshop http://tr.im/mOXL dekho unke paas Scott Bedbury aur aur log hain.. bechara main",negative
_cath kuch saalon ke liye. Pata tha tumhare paas ek hai lekin kuch samay ke liye tumhe dhundh nahi paya.. yahaan tum ho!,neutral
Umm haan. Ye shayad ek achha note hai apne liye kyunki eeeeeewwwwwwww.,positive
Mujhe thand lag rahi hai aur ab bhi meri hoodie nahi mili hai,negative
Bas tumhe thoda pyaar dikha raha hoon. Aur mujhe Greg Beeman ka agle season mein direction nahi milne ka dukh hoga. Tum logon ki tippaniyan bahut mazedaar hoti hain,neutral
"Haha, kisne socha tha?",neutral
"Haha, shayad behtar nashe mein tweeting?",positive
Khaaskar jab Twitter access ho! Party kabhi khatm nahi hoti - 'raat' mein bhi nahi kyunki duniya ke kisi na kisi kone mein hamesha din hota hai!,neutral
Ye meri shikayat hai aaj ke liye,neutral
Main cake ke liye line mein khada hoon aur mere chehre par thodi pagalpan ki ummid hai.,neutral
"Janamdin mubarak ho Keshia, Keshia, bo beshia",positive
Wah tumne apna kamra saaf kiya. Mainne doosre din tumhe hi bola tha aur tumne mujhe wapas jawab nahi diya,negative
"Purane dinon ko yaad karta hoon... HA, HA. Main us vyakti ka naam nahi bata sakta.",negative
Bahut sahi. Aur achhe vyavhar wali mahilayen shayad hi kabhi itihaas banati hain.,neutral
Nahi sach mein ;D acchi tasveer. nahi lekin kya tum kalpna kar sakte ho un dono ko? ... maine socha tha,positive
"Aur iske saath, main online reh sakta hoon, yahan tak ki jab mujhe Habbo se log off karna padta hai",neutral
Sach mein chotil hoon.... rashtriya spardha se 4 din pehle.. ye mazak hai,negative
Apni zindagi jee raha hoon,neutral
"Nahi mazak nahi, usne mera profile kiya. Like wtf? Ab bhi thoda gussa hoon. Ugh",negative
Theek nahi mahsoos kar raha hoon... main bahut kamzor mahsoos kar raha hoon... garmiyon mein bimar hona nafrat hai,negative
Subah subah tumhe bhi Joe,neutral
Miss kar raha hoon tumhe ci! Japani logon ko bolo ki tumhe ek computer de dein. Tumhara Twitter parivar tumhe miss kar raha hai supa c!,negative
with ,neutral
"Mujhe maaf karo, main madad nahi kar sakta, asha hai ye tum par asar karega.",neutral
Ab koi mujhe phone nahi karta.,negative
Migraine bahut bura hota hai... Khaaskar jab bachche achank se hyper ho jaate hain.,negative
"Is **** Vittiy project par kaam kar raha hoon, Is weekend koi maza nahi aayega, Main chahta hoon ki is weekend ko apne BABY ke saath bitaun waaaah.",negative
"_brown Damn it, maine galti se #FollowFriday mein ki jagah daal di.",negative
Bas na keh do reeesee cup.,neutral
Chawal taiyar hai. Ab Comet 2009 dekhne jaa raha hoon! Germany mein sabse mahatvapurn sangeet puraskaar. Wow aur Lisa dophar 12 baje aayengi. Abhi bhi 2 ghante baaki hain.,positive
Tumhari zindagi kitni kathin hai!,negative
Kuch mahine se kuch nahi mila mera ex dating mein to hai lekin ab woh spark nahi raha ab bhi us bekar insaan se pyar hai jo mujhe chhod ke chala gaya.,negative
Hahahha lekin chutti ke din mazedaar hote hain jab kuch nahi khula hota hai ye isolation aur mazedaar lagta hai haha.,positive
Nuggets game sabke saath siwaye .,neutral
JONAS' ka doosra episode pasand aaya! Aww! Nick kitna handsome hai.,positive
_Elaine lol main hamesha tumhari tweets dekhta hoon aur mujhe ye abhi mila lol aur tum kabhi meri nahi paate **** twitta.,neutral
"Kal ek zabardast shot liya, ab pics edit kar raha hoon.",positive
Abhi American Idol dekh raha hoon.,neutral
"Southridge ek hafte ke liye aage badh gaya hai swine flu ki wajah se, mujhe lagta hai.",neutral
"Parking lot mein akela baitha hoon, tumhe miss kar raha hoon baby. Kuch minute baad ek **** se deal karna padega, phir gym jaunga.",neutral
_0 to kya wow blogging khatam kar diya? huggles,neutral
_aisa ko follow kar raha hoon. Ye log chhalia ho sakte hain lekin fir bhi follow karna laayak hai.,positive
Aaj kaam par itna vyast hoon ki chhutti par jaane wale team members ke cubes ko kachra nahi kar sakta.,neutral
Kal raat mujhe monsters ke sapne aaye. Ek chhoti ladki ki tarah.,neutral
Lo siento lekin mere paas paryaapt jagah nahi thi =/,neutral
"Lagta hai tum, aur main sabhi purane baristas hain! Commonalities ftw!",neutral
_benson Jahan main hoon wahaan barish ho rahi hai. Kaash nahi hoti.,neutral
MOM... hameshaaaa pyaar karta hoon.,positive
"Maine McDonalds liya, aashcharyajanak roop se yeh nasha karne wale logon ke liye lokpriya bhojan vikalp nahi hai. Yahan ab diners 24 ghante nahi hain jo bura hai.",negative
Dr Dee ka intezaar kar raha hoon... usse pehle apni khubsurat mahila ke saath lunch kiya tha gym mein tha... (haan mujhe 10 aur ghataane hain),positive
Suraj chhup gaya hai!,neutral
**** Frat - bahut bura hua... Ye ek achha show hona chahiye (kam se kam mujhe aasha hai) khaaskar ke jab yeh BK mein hai...,neutral
"Gosh, itni rude hone ki zarurat nahi hai.",negative
Awe mere ungliyon ki snap aur sir ke ishaare se tumhari barish gayab ho gayi lol...thxs baad mein milte hain.,neutral
"'Phir milenge na?' 'Tum par depend karta hai' 'Main guarantee deta hoon ki milenge, main tumhe dekhe bina zyada samay nahi bitana chahta' **** fruit basket! Hahaha.",positive
Wapas kaam par jaa raha hoon....,neutral
Mera bechara baby (mera kutta chachi) uska aaj operation hua.,negative
Archie ne latest Archie's Comic mein Veronica ko propose kiya. Sabse lamba jaana-maana love triangle khatam ho raha hai. Bechari Betty.,negative
ALL white shoes mujhe cringe karate hain. White shoes mujhe thoda rukne par majboor karte hain.,negative
"Mera matlab tha tum aalsi nahi ho, tumhara kaam ise sabit karta hai.",positive
Haha Mon... Kya tum sach mein chahte ho ki main ise bheju?,neutral
Mere exams khatam hone ke bahut kareeb hoon role on monday aur meri zindagi wapas milegi.,positive
Class ke liye jaldi utha. ((Blahh))-------> Hang Over kiddies.,neutral
Bestie ke saath speakerphone par baat kar raha hoon us bachche se pyaar karta hoon http://tinyurl.com/qxyc2n.,positive
"Uff, ab bhi SEOs apne client sites ko bina sampark jaankari ya aadhi jaankari ke submit kar rahe hain, mujhe nahi pata ki unhe kaise padhne ke liye majboor karoon.",neutral
: Udasi hai mere paas phone mein koi paisa nahi hai. Ahh thik hai lly Mitchel ****.,negative
"Haha. Pata nahi tumhari local kya hai, lekin agar main wahaan hota to tumhe mujhse ladai karni padti!",neutral
#followfriday in logon ko follow karo ... ye dilchasp hain .. zyada tweet nahi karte.,positive
Ab mujhe Keynote wala dhundhna hai! Kam se kam mujhe pata hai kahan jaana hai! #ScreenCastsOnline.,neutral
Kaash mera nicky bhi ghar hota.,neutral
No gas PLUS no money = Nirasha!!! Aur yahi shabd hai aaj ka! http://twitpic.com/66zls.,negative
Shubhratri.,positive
Abhi mujhe yeh namami pasand aa rahi hai...tvacha ke liye acchi hai....ek aur pyaar jo zyada der tak nahi rahega.,positive
"Agar main aisa karoon, to mere paas koi pc nahi rahega.",neutral
Ye bahut bura hai...hhhmmmnnn...Soch raha hoon...Mainne self tanner ya ek achha concealer kaha hota...Atak gaya hoon.,negative
Mujhe nahi lagta ki kyun nahi.,neutral
Awe dhanyavad!! Tumhe bhi shubh prabhat!!,positive
Aur ab ek aur behtareen raat ka ant! Mujhe maaf kardo jab main thodi si sapna dekhta hoon.,positive
Shayad ab tak ki sabse cool baat jo humne ki hai.,positive
_nichole mujhe apni earrings ki yaad aa rahi hai lol jab tum paas ho to mujhe batana.,negative
_Von_Abe Mujhe koi idea nahi hai!! lekin sab kuch safed?? ajeeb!! lekin bura nahi hai.,neutral
Shubh prabhat duniya! haha kal raat movies mein maza aaya ;D aur ab school... Hmm naye jooton ne behtar bana diya http://tinyurl.com/dfggwj.,positive
"Party se wapas aaya... aashcharyajanak roop se adbhut, mujhe aur adhik dance karna chahiye! kul milakar adbhut raat thi.",positive
Tumne jo kuch kaha uska mujhe kuch samajh nahi aaya.,neutral
"Ye depend karta hai ki tum kahan peete ho, kya peete ho, aur kitne dost hain tumhare saath. Mazak fail ho gaya.",neutral
Main plurk ko bhi delete kar dunga. buhbyeee http://plurk.com/p/rp3ir.,neutral
"Oh, main chizen bhool jata hoon. Ahah. Mujhe woh pasand nahi aaya! Usne mujhe dara diya.",negative
"Ek aalsi sunday; bahut der se lunch kiya, aur PR kharidna bhool gaya, hum page 16 par hain.",neutral
Aaj raat ke show ka intezaar kar raha hoon. Ol mate ke liye intezaar nahi kar sakta.,neutral
Voting band ho chuki hai.,neutral
Dinner ke liye Fish and chips.,neutral
"News Flash * MegaRedPacket, Tumhara Instant Internet Samrajya (Early Bird Launch) is DEAL ko dekho http://mega-redpacket.com.",neutral
"NÃ¯Â¿Â?mmes mein nayi hiking equipment test karne ke liye chalne ja raha hoon: telescopic trekking poles, boots, coolmax moze.",neutral
Yukky Barish wala Shukravar.,negative
"Wellington, FL mein dad ke liye prarthna kar raha hoon http://loopt.us/F8_Jqg.t (via). Main bhi Welly mein rehta hoon. Kya main f.. http://bit.ly/lB9SN ke liye prarthna kar sakta hoon?",positive
Ye Twitter cheez kaise kaam karta hai iska pata lagane ki koshish kar raha hoon.,neutral
Ab sona ja raha hoon sochta hoon ki main Twitter bahut zyada use karta hoon.,neutral
Ja Deze is interessanter - Kyun text messages 160 characters tak simit hote hain - http://tr.im/kpgg.,positive
"Is mahine ke payment mein Google Adsense Income 6% kam ho gayi, Bharatiya Govt Dollar girne se khush, Publishers dukhi.",neutral
"Main, phir se yahaan!",neutral
"Tumhare IB exams ke liye sab theek ho, Carl. Asha hai tumhe woh bahut mushkil nahi lagenge aur achhe se ho jayenge.",positive
Dhanyavad mahila.... zaroor bummer hai.,positive
"Ok sweet! aur jab bhi tum chaho, main pura weekend bed mein phansa hua hoon.",negative
Main group home mein kaam karta hoon.,neutral
"Hahaha, cartoon mascots ke roop mein, virl.com monster ke kuch bahut achhe details hain... ek achha shadow + realistic tonsils.",positive
Apne bhai ki yaad aa rahi hai. 12 din aur phir woh Tennessee wapas aa jayega. Usne aaj 'find my way bac to Tennessee' gana gaya. haha.,neutral
Shayad Ashley ke saath apartment shopping jaunga?,neutral
Abhi pata chala ki is saal ke mere uni results 17 July se pehle nahi pata chalenge!!!! Intezaar nafrat hai.,negative
8am math final mujhe shubhkamnayein do.,positive
"Omggg, 'crazy cobras' kaise the? main unhe dekhna chahta tha jab woh London mein the.",neutral
Abhi supernatural dekh raha hoon aur skins aane ka intezaar kar raha hoon.,neutral
Aakhri gaana.. phir mujhe sach mein jana hoga ? http://blip.fm/~5jbvo.,neutral
Abhi Twitter join kiya. koi dost add karne ke liye nahi hai! mere koi dost Twitter par nahi hain.,neutral
"Kal ka din shandar tha. Forest ke liye achhi jeet, kuch 'staying up' drinks, ek asafal bbq ka trip aur Scream mein Ã¯Â¿Â?1.50 Stella.",neutral
"Aaj raat ko chunky beef & mushroom pie pakane ki koshish karunga mmm, main pehle se hi bhukha hoon!",neutral
"Sheena Othman duniya bhar ki sabhi maataon ko Happy Mother's Day...... Main ab tak us khushi ko anubhav nahi kiya hai m.. 31: Sorry, lekin tumhe ha ...",neutral
"Oh my gosh, usse pyaar kar liya!",positive
Pehla impression yeh hai ki yeh 2008 se kafi dhire boot hota hai #beta1,negative
ki yaad aa rahi hai! woh poore WEEKEND ke liye gayi hui hai!!! boo hoo.,negative
Kisi ko agar ruchi ho to meri Warhammer blog par ek post hai http://bit.ly/Uwl7M.,neutral
HAPPY MOTHER`S DAY keh raha hai! http://plurk.com/p/sv70e.,positive
"Kya aaj culture day hai? Ise pasand karta hoon. Main tumhe bata raha hoon, study mein graf culture.",positive
Pehli baar main jaldi ghar ja raha hoon sucks to b single koi phone karne ke liye nahi hai.,negative
Jaldi phir milne ki ummeed hai.,positive
"Oh, mujhe bahut dukh hai. Tumhara dard mahsoos kar sakta hoon. Main bhi unhe nahi maar sakta, aur hamesha main hi unhe dhoondhta hoon. Ye kyun hota hai?",negative
"Thodi kam pareshan karne wali raat ke baad, jo ek Achhi Baat hai. Apne toadtastic ladke ke saath kuch quality time bitane ka intezaar hai.",neutral
Ye thanda hai.,neutral
Ghar wapas aa gaya. aadmi bhukha hai. taiyar ho raha hoon..shopping.,neutral
Garmi personified.,positive
Bas wapas aa gaya.,neutral
Ghar par hoon.,neutral
http://twitpic.com/624qo - lekin ek brown snake ne mere batakh Elvis ko kaat liya waise ahaha Elvis bahut cute hai!! Aur Nicho bhi...,positive
Ohhhh main nahi janta ;) ek bada aur paripakv mahila?,neutral
Mera purple purse sundar hai koi Katie Holmes ko bataye!,positive
Aur gaane download karne ke liye chahiye. koi sujhav? main kuch bhi lunga.,neutral
Ye Star Wars day hai?! Urgh mujhe videos nikalne padenge.,negative
"Shubh prabhat Tweepsland! Isse ek shandar Monday bana raha hoon! Mere sabhi followers ko bada shout out.. muah, muah! Main tum sabka aabhar vyakt karta hoon.",positive
Parivar ke saath dinner. Car mein wild child dekh rahe hain.,neutral
Kisi ne UNITED STATES mein Eleminis pasand kiya http://tinyurl.com/dhlq5t.,neutral
Apni ma ke liye mother's day gift kharidne ja raha hai.,neutral
_GiiGgl3z lmao thik hai main chehron ke sath khatam ho gaya lmao lekin mujhe tumhara chehra dekhna pasand aayega lol.,neutral
Tum the devil wears prada miss kar rahe ho!!!!! sad...,negative
_asher behtar. Ye mere behtar summaries mein se ek nahi tha.,positive
Aakhirkaar ghar ja raha hoon! Ye ek lambi raat thi.. Tayyar hoon crash karne ke liye aur awesome sapne dekhne ke liye.,positive
Lol is weekend ke baad haan tum sahi ho text me kyunki main 3rd ja raha hoon aur wahaan computers nahi hai bye bye.,positive
_beckett Bahut bahut dhanyavad!,positive
"Hi sabko, asha hai aap sabka achha saptah rahe.",positive
County rally tak 11 din baaki hai mujhe 3 se 14 tak 2 ginte the.,neutral
Aaj sach mein gambhir thi. Texas mein asbestos ki bharmar rahi hogi.,negative
Apni beti ke saath aaram se Friends dekh raha hoon.,positive
"Aaj hum dmp se doosre acche dost se alvida keh rahe hain, ek saptah mein doosra. Lekin kam se kam suraj chamak raha hai aur main definitly aaj dopahar kaam nahi kar raha.",neutral
_Aitana K ??? Kya??? Nahi!!!! Nahi.,negative
Bas yunhi baitha hoon... thaka hua.,negative
se kaho ki ek nakli competition banaye aur tumhe vijeta ghoshit kare aur phir producers ki taraf se wapas ticket ka tohfa de.,negative
Ek aadmi jiske paas shaandaar topi thi abhi gaya. Usne mujhe sadak ke sangeetkaron dwara aayojit blues jam session mein aamantrit kiya. HarpmanHatter.,positive
Apne bistar par leta hoon. EK jagah vanilla ki khushboo aa rahi hai. shandaar.,positive
"Kuch nahi kha raha, paani pee raha hoon, movie dekhne wala hoon, mere saath aao?",neutral
"Bas shooting khatam ki, vishwas nahi ho raha, lekin kaam ho gaya.",positive
Pata nahi tum kaun ho!!!,neutral
Apne naye tv se pyaar kar raha hoon.,positive
Dukhi hoon... mere ghar ke saamne for sale ka sign hai!!,negative
Mere car mein itna samaan hai ki mujhe apni MPG toilet mein jaate hue mehsoos ho rahi hai.,negative
Lagta hai yahaan sirf main hi aane wale chunaav ke liye postal voting kar raha hoon... main pehle hi do baar documents lene gaya hoon.,neutral
Main matlabi nahi hoon.,positive
Twitter kya hai iska koi idea nahi lekin ise aazmaane ko taiyar hoon! Thodi der ke liye bahar ja raha hoon!,negative
Chutti ke kharchon aur do hafte ke Gift Grub par pakad banana.,neutral
"wow, sach mein ashcharyajanak nahi hai, jab bhi unhe dhakelne ki koshish ki jati hai to woh chotil ho jate hain.",negative
WOOOOO!! Twitterberry phir se kaam kar raha hai!! Sabko shubh prabhat.,neutral
to wapas jaao aur aur maango.,neutral
sorryyy milerz ki main vote nahi de sakta chahta to bahut hoon lekin ye kaam nahi kar raha main dukhi hoon aur bahut niraash :@ :@ --__--,negative
Unhe nahi pata ki mujhe woh pasand hai kyunki maine kabhi unse uske baare mein nahi poocha. oh well I guess you're right. Ab thoda behtar mehsoos kar raha hoon.,neutral
Mere daant aur sir dard kar rahe hain.,negative
Awww ye bahut pyara hai kaash tum bhi apna dekh pate 2.,positive
ye koi bueno nahi hai...asha hai tum jaldi theek ho jao!,positive
Germany mein apne #livescribe smartpen ke liye accessories dhundh raha hoon.. yahan bahut kam sources hain.,negative
"Hey, sabko shubh prabhat guys!!",positive
early phonograph industry? ho gaya.. bas APM revise karna baaki hai aur sirf berry the green rabbit aur ribena man mere saath hain.,neutral
"Kaash mere maa-baap ne mujhe chhote hone par Chinese school mein daala hota. Tab, mujhe naukri milna bahut aasan hota...",negative
Ab ye ek bahut accha tarika hai so jaane ka.,positive
Bas ghar ke aas-paas ghoom raha hoon. Shukr hai aaj shukravar hai. Nina & ke saath baad mein aur ek global project par kaam kar raha hoon.,positive
"'phlegmily green house...' Ye chatur tha, lekin bahut zyada ...... eeeeewwwwww. [dhire se taali bajti hai] Jaldi theek ho jao.",positive
Kya aap mere pati se baat kar sakte hain aur unhe samjha sakte hain ki ye sabhi maaon ke liye ek shandaar tohfa hai???,positive
Main sochunga ki United kitne goals City ke paas se nikal jaayega. Tum kya soch rahe ho?,neutral
tumne apni lion hoodie pa li!! mera abhi ek hafte ya usse adhik samay baad aayega tumhara kya number hai?,neutral
LoL! wahaan jaao..ye spirit hai haha.,positive
Hey guys main ek iPhone app bana raha hoon jo ek twitter client hai jise Tweetilicious kehte hain kripya mujhe apne vichar bhejein!,neutral
shopping chikitsak hai aur main apne aap ko behtar banana chahta hoon... lekin mujhe apni therapy ke liye vitt poshan ki zarurat hai.,positive
Mother's Day ki shubhkamnayein google se... Google logo par sundar aur khubsurat phool http://www.google.co.in/,positive
Mujhe show miss hone wala hai whitby ke liye weekend par ja raha hoon! btw mujhe tumhara show pasand hai! Radio 1 hamesha chalu rehta hai! ly x.,neutral
"mera sukh, ye ek shandaar recipe hai.",positive
_era ke liye cake ka tukda bhool gaya isliye wapas ghar ja raha hoon.,neutral
http://twitpic.com/4wh4d - LAUREN adbhut hai....well jo main hills mein dekhta hoon lol ek shandaar dost lagti hai!!,positive
Galey ki kharash se lad raha hoon.. Kuch aur dinon tak hard training phir agle hafte aaram ke liye tayyar hoon Sunday race ke liye.. Oooohhh suraj nikla... Nope.. Chala gaya...,neutral
Neend ki kami se bada sir dard hota hai.,neutral
"MERA PASANDIDA GAANA UH...sach mein, humse chunav karwana rude hai. lol mujhe sab pasand hain!",neutral
 bilkul iske layak!! shandaar movie cool 3D chashme! tumhe yaad kar raha hoon! aur ko bhi yaad kar raha hoon aur New York ko bhi.,negative
"so nahi pa raha hoon, gale mein bahut sukhapan hai.. ugh! phir bhi fabulous uthunga!",neutral
Ye ek shandaar vichar hai.,positive
mera pyar mujhe bahut khush karta hai,positive
Billi ke kharraate sun raha hoon.,neutral
Mujhse mil chuke ho? (lol) MERA BEECH KA NAAM CREEPY HAI FGS.,positive
"Hahah, main usse pyaar karta hoon.",positive
"Pyaari raat, dosto. Purnima hai, soch raha hoon chhat par jaane ka lol.",positive
Ye din dheere se beetega. Ye saare din bhi. RAWR!!!!,negative
"@handz well, tumhe to pata hai ki aise 'kisam ke ladke' sirf bewakoof hote hain.",negative
Aaj raat mujhe kaam karna hai. M,neutral
Sabhi pasandida maaon ko Happy Mother's Day.,positive
Kuch taza hawa le lo :] dimaag taaza karne ke liye.,neutral
"Shayad ek din jaunga aur dhanyavad, main swine flu se ubar chuka hoon.",positive
http://twitpic.com/4jj43 - Main aur Ari.,neutral
"Main aur ek fox truck ke pichhle hisse mein lete hue, daud ke liye niche ja rahe hain! LOL.",neutral
P-Nutt ko aaj naya collar aur leash mila http://apps.facebook.com/dogbook/profile/view/1034415.,neutral
Duniya mein meri sabse pasandida chhoti cartoon movie.,positive
Seattle mein bahut garmi hai aaj! Mera reeses chocolate pighal raha hai!!!,positive
Aur thand shuru ho rahi hai.,neutral
"Haan, aur ye Pinocchio ke sushi ke liye chal kar jaana thoda bahut zyada hai.",negative
"Tumhe options mein jaane ki zarurat nahi hai, button seedha wahaan hai (upar daaye kone mein).",neutral
"Duncan ko aakhirkaar uske orders mil gaye... wo September mein Iraq ke liye rawana hoga. Jab tak wo wapas nahi aata, mere yahaan rehne ka nyota khula hai.",neutral
Lifehouse ke Broken ko sun raha hoon (repeat par).,neutral
"Hey, tum log bamboozle mein lajawaab the! Shukriya Saturday ko rukne aur photo lene ke liye.. lag raha tha tum jaldi mein the!",positive
"Wow, padhai ke liye kaafi lamba samay tha. Naukri dhoondhne mein shubhkamnayein. Haan, is taraf bhi ek Mac user (iMac) hoon haha.",positive
Hi!! Kaise ho? Tum ek shaandar abhinetri ho. Slovenia se abhivaadan.,positive
Kaash Nicky Poo aur Bri & Howie & Aj mujhe happy birthday kehte please please please please pleaseee guys...,positive
Main DJ Volt dekhne ja raha hoon.,neutral
Abhi Overactive Let-Down se deal kar rahe hain. http://bit.ly/9ydHU.,negative
Intezaar nahi kar sakta dost!!! ye adbhut hone wala hai. mere hafte ko banaya.,positive
So jana chahta tha lekin Denmark se ek dost ne IM par poke kiya.,neutral
"Pehli baat jo usne kahi wo thi 'Tumhari nayi album sach mein acchi hai' aur doosri baat, 'Don't ****'s broken'. Main Persian hoon!",neutral
"Kaam mein vyast hoon, tumhara business kaise chal raha hai?",neutral
Goooooodmorning.,positive
"Aaj Chris Ryan of Rolling Stone, Keegan Smith & the Fam ke saath bahut accha photoshoot hua, shayad is garmi mein DAVE MATTHEW'S BAND ke liye opening karenge! EEK!",positive
Mera kutta Nemo kyunki wo har subah rota hai jab main chhod kar jaata hoon.,neutral
Lagta hai main apne ghar ka darwaza khula chhod kar bahar gaya tha apne show ke liye. Mere aur mere maa ke laptops coffee table par the. Apne area se pyaar hai.,positive
Follow karne ke liye shukriya! Aapke tweets ka intezaar rahega...,positive
!!! Apna anubhav bataye! Main tumse pyaar karta hoon!,positive
"_Exp jahan main rehta hoon, wahaan nahi.",neutral
"Main CQC dekh raha hoon, ek Brazilian humor program.",neutral
"Durbhagyavash, haan... bahar nahi!",negative
Aaarrrgh! Mujhe August mein MSG mein dekhna bahut pasand hai lekin saala achhi seats mehngi hain. Booooooo recession!,negative
Oh em mujhe khed hai main tumse pyaar karta hoon.,negative
"Pehla - Unhe dhanyavad jo wapas follow karte hain. Doosra - grrr unhe jo nahi karte, kyunki ye doosron ko follow karne ki kshamata ko prabhavit karta hai jab aap 2000+ par ho.",neutral
"Aaj raat kisi ne mujhse kaha 'sirf do rajya hote hain jisme rehna chahiye, QLD aur Pissed'.",neutral
"Main 'observationally insightful' pasand karunga, lekin jaise tum dekhte ho waisa hi kaho. Mera ice cream aaj raat bahut fancy hai.",positive
"Is samay nahi, abhi tak nahi mila! LOL.",neutral
Mother's day ke liye GKR party mein psyched--aur mummy papa ko baseball ke baare mein sikha raha hoon.,neutral
Well thank you! Koshish karunga ise kahin rakhne ki.,positive
Abhi Toyota ko phone kiya. Car 5 baje tak taiyar nahi hogi.,negative
Main bas pagal ho jaunga.,negative
Kam se kam shukravar hai... subah 1:30 tak kaam karna hai.,neutral
"MCR sun raha hoon, DVD dekh raha hoon, chocolate hehe shandaar.",positive
"Roast bahut yummy tha, mujhe lagta hai mum impress hui!!!",positive
"`Allo there twitter, aaj kaise ho?",neutral
"Aaj 76 lambi aur dard bhari miles ki. Ghutne dard kar rahe hain. 50 saal ki umra paas aa rahi hai, isse acche se nahi le raha. Draft ke 3 glasses ne thodi madad ki.",negative
"http://twitpic.com/4wry2 - dekho, mere bagiche mein rosemary, CameraBag ke 'Lolo' mode mein.",neutral
"Haan main bhi bahut jealous hoon, miley ki jagah lena pasand karunga haha x.",neutral
Dukhi hoon ki apne sweet Nike kicks kaam par nahi pehen sakta.,negative
"Main yahan doston ko banane aaya hoon.. asli zindagi, internet.. jo bhi star log comfortable hain.",neutral
Aap ye saare shandar khilone kahan se laate ho?,positive
"Hey, free hoon.",neutral
"Baat karni hai lekin calls bahut mehenge hain, I LOVE YOU.",neutral
Kitni zindagi barbaad ho gayi... http://tr.im/mLou.,negative
Abhi bhi Oprah ka sparsh ka intezar hai.,neutral
"Kaam, kaam, dus minute ka lunch, kaam, kaam, kaam se behtar hai? Shayad ho. Main bahut zyada mehnat nahi karta.",neutral
Kabhi-kabhi wish karta hoon ki mere paas apna Prototype mentor hota.,neutral
Aakhiri Late Late with Pat Kenny! Bless.,neutral
"Suna hai aap agle saal Sydney ja rahe ho, khush nahi hoon.",negative
"_phillips Usne haan kaha, kya hum 6:30 kehte hain?",neutral
Kya? Maine Tom par itna dhyan diya ki apne beloved Barack ko nahi dekha! Oh no! Mujhe dono ke liye vote karna hoga! Bechara president ke paas sirf 626 votes hain.,neutral
Theek rahunga lekin whip shayad nahi.,neutral
Khush hoon ki ab main uni mein nahi hoon.,positive
Mmm koi mere saath lunch karne aao.,neutral
Twitter par naya hoon.....Hi sabko!!! Mere liye koi sujhav???,neutral
"Oh, sweetie, bahut khed hai. Ye aakhiri cheez thi jo tumhe abhi zaroorat thi. gale lagate huye.",positive
Greeeeeeeeeeeat is garmi mein mere paas chaar classes hain...agar tum mujhe jaante ho...tumhe pata hoga kyun.,positive
"Bom dia! FRIOOOO... kitna mazedaar!!!! Pehle din ke liye shubhkamnayein, Ju!",positive
Mera puppy bimar hai.,negative
Kaash baarish ruk jaaye to mera stupid headache chala jaaye!,negative
"http://is.gd/IQ03 Microsoft ne Zune ko Europe mein bhi launch kiya, hamare liye koi HD nahi.",neutral
Aur tumhe bhi!!!!,neutral
Sabhi Mom's ko Happy Mother’s Day.,positive
School aur kaam bas itna hi. Tum kya kar rahe ho? Abhi bhi sac mein ho ya main thoda late hoon?,neutral
Is hafte bahut overtime kaam kiya. Abhi realize kiya ki kal aadha din book kiya hua hai to ye hafte bas break even hi hoga.,negative
"Kya tum samajh sakte ho, sucka? Booker T. Pehle WWE Wrestler.",neutral
Meri behen ne abhi phone kiya...wo officially labor mein hai! Lagta hai Anna aur Josie ko aaj naya cousin milne wala hai!! (Aur ye ek ladki hai!),positive
Thak gaya hoon aur ab sone ja raha hoon. Sabko shubh raatri.,negative
Facebook ne decide kiya hai ki main annoying ya abusive hoon kyunki main bahut saare doston ko add karta hoon. Kam se kam ab coursework se distractions nahi hain...,negative
Happy Mother’s Daaay!!,positive
Ye dekhna pasand hai!,positive
"Shubh prabhat, ab armhole problem ka samadhan karne ja raha hoon - shayad ek samadhan hai jo tape involve nahi karta, update karoonga!",neutral
Rome bina Caesar ke ghum sakta hoon.,neutral
"Mere papa ne mujhe ye dono khareede hai, ye tricky language mein hai.",neutral
Mere area mein koi blood drives nahi hai. Main dekhta rahunga.,neutral
Meeee bhi. Udasi bhare music sun raha hoon aur tumhe yaad kar raha hoon. Ps - http://www.daytrotter.com/,negative
_zorz_peep khud ko lucky samjho ki mainne dusra shabd nahi kaha...aur RSVP...sorry main tumhare birthday par nahi aa sakta...us din?,negative
Kya haal hai Rick??,neutral
